,video_id,width,height,duration
4665,xPnxMowgXFQ,640,360,1033.033
4666,WuuaSTApxsA,640,360,1033.149
4667,Ykv3nozVksY,640,360,1034.217
4668,kzgJIz5FLJw,1280,720,1034.960
4669,PZxlVqoJncg,1920,1080,1035.889
4670,_UkXmdIfY2g,480,360,1036.330
4671,Cj5XJGYTcWc,720,480,1036.470
4672,kfNXKtra7N0,1280,720,1036.493
4673,6e7ClHU8PN4,1920,1080,1036.888
4674,UH9ZxgWp9ak,1280,720,1037.050
4675,w7Veql7riEc,1920,1080,1037.631
4676,61i074tqTAY,1280,720,1037.932
4677,YsAtZYQv5fk,640,360,1038.002
4678,imGChUMDuT0,1280,720,1038.072
4679,NWEWIHkh79w,1920,1080,1038.373
4680,mt5KmBXlOow,640,360,1038.374
4681,QXJE2NMMGEU,1920,1080,1039.024
4682,Bko1gvBDiw8,1920,1080,1039.302
4683,5KDYnsEgTTs,320,240,1039.581
4684,VpBg4FJ8bu8,640,360,1039.674
4685,fJiadaBDWAQ,1920,1080,1039.860
4686,Unv8PbYiC84,640,360,1040.022
4687,cG3cU2u6Jxw,720,480,1040.069
4688,E4LSBwNylPg,1280,720,1040.069
4689,eSJrltH1c7E,1280,720,1040.092
4690,hkAarMzTp4w,1280,720,1040.556
4691,L85Yb20ivXA,1280,720,1041.044
4692,_ceDwB6Jy9s,1280,720,1041.067
4693,o5b5cor42UI,640,360,1041.090
4694,D7bY8Lg7V4g,1920,1080,1041.206
4695,dImKNzTxdpI,316,240,1041.485
4696,KHLNNjsIGGo,640,480,1041.485
4697,khmEySLwUoE,1280,720,1041.810
4698,rfujHNYj0t4,640,480,1043.296
4699,C7ie8FqDsa4,1920,1080,1043.598
4700,p9oHw1HzYQY,1920,1080,1044.132
4701,0i5Pve4qL7s,1920,1080,1044.200
4702,BTdMLqHiD-w,1920,1080,1044.318
4703,wQpDlg2np_s,1920,1080,1044.318
4704,2P2gkFUIEXs,1920,1080,1044.364
4705,GNbTQFs_DtU,480,360,1044.597
4706,sNr334D4AnQ,1280,720,1044.991
4707,q8CxS7z5Uq4,1920,1080,1045.781
4708,rbpUE0teH4g,1280,720,1045.990
4709,Wl3hpk6-wXY,640,360,1046.988
4710,griCN_JQvMo,640,360,1047.011
4711,6iAnj4qplBk,640,360,1047.058
4712,1_QvhqOZY2Y,1920,1080,1047.267
4713,mYxNXd5naXc,640,480,1047.569
4714,QmCh0GELFPc,1280,720,1048.080
4715,59J1PWb_DZY,720,480,1049.078
4716,6hWBh8fPAAQ,1280,720,1049.078
4717,blCSQjiWqK8,1920,1080,1049.403
4718,w9A1i5ap6gE,640,352,1049.937
4719,SziTULgZmD4,1280,720,1049.960
4720,EYLJEQjvC74,1280,720,1050.169
4721,CSFsFNHZaYc,1920,1080,1050.378
4722,ex1LtYznOo8,1280,720,1052.073
4723,jocpjds8T8w,1920,1080,1052.282
4724,uCMFF47SrpM,1280,720,1052.306
4725,ogxfGeiJMyY,1280,720,1052.515
4726,igif6LaJsvg,1920,1080,1052.700
4727,KHbszw9oZdg,1920,1080,1052.700
4728,vAeQDToVq7Q,1280,720,1052.886
4729,0wLZQL27tyA,1280,720,1052.967
4730,dHYEULvYrWw,1280,720,1053.072
4731,Jj34fUpYFXo,1280,720,1053.188
4732,yGTwmd5eGqw,1920,1080,1053.490
4733,vQJfej27QIg,1280,720,1053.699
4734,G18ItVDXGE0,1280,720,1053.722
4735,kb4BlR72p0w,1280,720,1054.047
4736,Qpr74ikCcGc,640,360,1054.047
4737,K-SP4WiTrJA,1280,720,1054.070
4738,SPIup3z_Ne4,1280,720,1054.070
4739,szYyL1oEylk,1280,720,1054.094
4740,a6BBL6CTClY,1280,720,1054.117
4741,_QzmW2Yb_eA,1280,720,1054.349
4742,7xfPWWMXdLg,1280,720,1054.465
4743,JCCQH28OL_s,480,360,1054.488
4744,u2t9ovGMFXs,1920,1080,1054.674
4745,oi2WiL10MGc,1920,1080,1054.952
4746,aljghLUxXF0,1920,1080,1054.953
4747,ZB3DRdVAq3Q,1280,720,1055.069
4748,BglBa2lWcTY,640,360,1055.208
4749,byBVZVYH7u0,316,240,1055.231
4750,wjRB34woJA0,1920,1080,1055.673
4751,02mPpXwrO90,1280,720,1055.734
4752,1FMRjBcMxPw,1280,720,1056.090
4753,sExlX6XBHHE,1280,720,1056.090
4754,ORpBP6oMIjc,480,360,1056.160
4755,BID5hIHN2bw,1280,720,1057.251
4756,zodCtANocfk,640,360,1057.948
4757,gT74OY6ObOM,1280,720,1058.064
4758,1dQui4txbRM,180,240,1058.227
4759,fP6PfXIzTa8,854,480,1058.412
4760,3rDnik9pLpY,1280,720,1058.598
4761,KFENTU4wSlg,1280,720,1059.086
4762,MiM07dkzYv8,1280,720,1059.690
4763,eltGSpLV5MQ,1920,1080,1059.945
4764,6Hbg-wiVmEU,1280,720,1060.363
4765,kZrHMPKlz1w,640,360,1061.600
4766,wvq6vQgG_8s,480,360,1062.917
4767,lBf6jUr0KV8,854,480,1062.940
4768,smshu4272jo,640,360,1062.964
4769,PyLUhozAQTI,420,320,1063.032
4770,VRp7jn7aEfY,1280,720,1064.705
4771,hJ68CJoB6t8,1280,720,1064.728
4772,vMc0HzD_tBA,1280,720,1065.053
4773,AnjO4GeVt1c,1280,720,1065.564
4774,onimfaWwskM,1920,1080,1066.516
4775,J27Y7S3bI9Y,1280,720,1066.702
4776,8ATcDDwOzsw,854,480,1067.538
4777,TRYh8GU22Kg,854,480,1067.770
4778,MtM1Urc-qaE,1280,720,1068.049
4779,i0XMFT-UY8M,1920,1080,1068.188
4780,EcjQB6JE7YQ,1920,1080,1069.070
4781,-vuXNzxoF7Q,1280,720,1070.334
4782,y9h8szsNhWU,1280,720,1070.789
4783,2qWkJHA1APQ,640,360,1071.462
4784,VZRTMjCKnzE,640,360,1072.995
4785,4eqWdfwcjxk,1280,720,1073.807
4786,-mmNH8WKQ2s,320,240,1073.834
4787,mmS-SP0VZ7U,848,480,1074.225
4788,oHAiz_arJ-M,1920,1080,1074.225
4789,cYhmVS5PGc0,1280,720,1074.597
4790,Nldh7bgWROs,1920,1080,1075.061
4791,Wobr1-mNWVs,1280,720,1075.200
4792,SR6MJBQWuXU,1280,720,1075.224
4793,8I_dn-jbDXY,316,240,1075.758
4794,lIHNCdNu_xo,1280,720,1076.106
4795,2OE9CK9W2Y0,1280,720,1076.594
4796,hy7mywupQ5U,1920,1080,1077.987
4797,kd9zqpGNXY4,1920,1080,1078.010
4798,bBLBMcrhA2A,316,240,1078.567
4799,2OagTkOibZY,1280,720,1078.892
4800,jtwi363Rwlo,1920,1080,1079.310
4801,r8Hsnj3FaIw,640,360,1079.844
4802,89v9W54vBt0,1920,1012,1079.891
4803,67UGBHVqBBE,1920,1080,1080.402
4804,4DX86YJbctU,1280,720,1081.307
4805,UuF0LDGwKXg,1280,720,1081.958
4806,KYiCLhrI50A,1280,612,1082.631
4807,8T9jW_hUHHM,1920,1080,1082.956
4808,Q_gTIsbEAdo,1920,1080,1083.583
4809,fN5lyE3JS94,1920,1080,1084.001
4810,hDsBsSb-DYw,1280,720,1084.071
4811,rcZVDApKWjw,1280,720,1084.210
4812,MYTkYDh4teU,316,240,1084.233
4813,Rd4dOEJ-JpM,1920,1080,1084.256
4814,FMb3HZJ4x1s,1920,1080,1084.883
4815,N0c8yNLVIpU,1280,720,1085.394
4816,3IfvfSCVJd8,480,360,1085.789
4817,pxiOC3iquPU,1280,720,1086.021
4818,Fq9VZ4yGoeQ,854,480,1086.903
4819,qybjR3_eweg,1920,1080,1087.136
4820,VWEcv3UJYmw,640,360,1087.646
4821,iFgnYOoEr4c,1280,720,1087.716
4822,O5bhXfxRlYk,320,240,1087.809
4823,smj7XspDJbw,1280,720,1087.925
4824,D8FETAPOq4w,480,360,1088.180
4825,5n8gM4lvTf8,656,480,1088.807
4826,GRd-qM4ziOo,1280,720,1088.900
4827,u9qjMrncs-c,648,480,1089.040
4828,rMp5VowzHOI,1280,720,1089.086
4829,foNF31wE6JI,1280,720,1089.156
4830,IUQF8DOVzq8,1280,720,1089.365
4831,_ejrzPQ0o90,1920,1080,1089.481
4832,lEE8fg5kDEY,1920,1080,1090.920
4833,zhJQI83Q_zw,316,240,1090.990
4834,HdQjzEoWCY0,640,360,1091.060
4835,QtvpWq4O_XY,1280,720,1091.315
4836,d1zq17y9Jew,320,240,1091.454
4837,ks6oKracNWQ,1280,720,1092.081
4838,4bmu-4_vXHM,1280,720,1092.801
4839,J15as5PoK68,1280,720,1093.173
4840,ZMGH9CqSdK4,1280,720,1093.219
4841,b_KUyZflbtw,1920,1080,1093.521
4842,Frvoa6jkhhU,1920,1080,1093.707
4843,a4v99QrmSOg,1280,720,1094.078
4844,QmdI1pNkrC8,1280,720,1094.078
4845,OHO3MU4j-Z8,318,240,1094.287
4846,qR4BjxGVrV8,1280,720,1094.798
4847,NfUFsHzLqpA,1280,720,1095.564
4848,MtNAxZgMKlE,1920,1080,1095.611
4849,HcfoFukv-RM,1920,1080,1095.750
4850,DSdvvGgUrjE,640,360,1095.843
4851,CP8lDI2O8XU,640,360,1095.889
4852,4rvK8S159Ek,1280,720,1096.029
4853,Gttn4dOjrr8,1280,720,1096.075
4854,Ie1UCMxYJlg,640,360,1096.656
4855,D-pgUHtpH0Y,1280,720,1098.049
4856,cn1Jd_MvZMs,1280,720,1098.095
4857,vmHpg6QTeB8,1920,1080,1098.258
4858,V9WQuISEhVs,1920,1080,1098.560
4859,FUFgkvlwKd4,1280,720,1099.001
4860,gSvZ5axPD2Q,1280,720,1099.071
4861,Jkf8Mmt16Pc,720,480,1099.094
4862,D-vBLxtuXUU,854,428,1099.396
4863,umiPBRW2Bfg,1280,720,1099.976
4864,Jyk-cro9Qtg,1920,1080,1100.185
4865,DrpPQS_18qA,1280,720,1100.557
4866,yADogRRuAKQ,852,480,1100.789
4867,1DmtcYO4rKI,1280,720,1101.300
4868,ppipXI6JG98,640,480,1101.950
4869,jYilSxi10yI,1920,1080,1101.973
4870,OPJgGQ1qc-w,1280,720,1102.089
4871,uuKSX59QdHw,1920,888,1102.275
4872,Kf484Bw0vaM,1280,720,1102.855
4873,X-X_4ie6jWY,1280,720,1104.063
4874,lGUzGeZhPk0,420,320,1104.457
4875,y4t1DOMenzU,1280,720,1105.061
4876,NDyTgC9I7DU,1920,1080,1105.131
4877,c2EwFoiALY0,1280,720,1105.595
4878,hs99DewlabQ,640,360,1105.874
4879,7Dexkoff9_8,1920,1080,1105.944
4880,YVGuRoNJM_0,1280,720,1106.269
4881,nXIZ7h8EmBw,1280,720,1106.431
4882,MLA3ZPvDkig,1920,1080,1107.917
4883,OgoDk-XuAKo,854,480,1108.103
4884,VM8ZaOLu6_A,480,360,1109.031
4885,HmF4lwB-HqU,1280,720,1109.055
4886,O9pm0TKdUFY,1280,720,1109.055
4887,p85ruNCM9lM,1280,720,1109.264
4888,OEbg0OGUFbQ,1280,720,1109.543
4889,oQcJm-K_hwQ,1920,1080,1110.657
4890,_4Sg-OAvDHQ,1920,1080,1111.470
4891,AlJWn8Vnn7E,1280,720,1111.567
4892,txFZ6ee1T1I,640,360,1111.702
4893,SNI8ITNn3YQ,1280,720,1113.072
4894,nrc2YQk645c,640,480,1113.351
4895,I6xbu0ujgYU,640,480,1113.537
4896,IMS-qUH3PVg,1280,720,1114.465
4897,oDTE7MW9fv0,316,240,1114.535
4898,zzqZ42MAftI,1280,720,1114.535
4899,g1Nk71AITHQ,1920,1080,1114.582
4900,r9qZQQkHIUY,1280,720,1115.185
4901,Cc4aUXuTMEw,540,360,1115.232
4902,u-GGarGiDdE,854,480,1115.557
4903,yfS3EcvwNHY,640,480,1115.789
4904,iqYxxpjpS6A,1280,720,1116.068
4905,nMg7M3UOHmQ,654,480,1116.416
4906,nCLmMoWH42s,1280,720,1116.462
4907,pnuzHG_uEy8,960,720,1117.577
4908,Tex4qrcq-wk,1280,720,1117.948
4909,XfJquRZzBR0,1280,720,1117.972
4910,ODg67lFSiD8,1280,720,1118.041
4911,Bm3AwjNHpyk,640,360,1118.297
4912,g8fQvlXBDEw,640,480,1118.900
4913,Oqo5XsD7t0Y,1920,1080,1120.804
4914,X8Ji_phuIB0,406,720,1121.130
4915,UriwQwdmCgI,1280,720,1121.269
4916,PXkZjsa1DI0,1920,1080,1121.919
4917,d-NClrmy304,1280,720,1122.174
4918,ewzeQ2pSBCE,1280,720,1122.198
4919,jukfQuc1C9Y,1280,720,1122.337
4920,4dXEggMTQzY,1280,720,1122.383
4921,3B143YzRi-E,640,360,1123.173
4922,clTJWok-LXI,854,480,1124.636
4923,akJgP6hQ8LE,1280,720,1125.123
4924,abBoZQBsdA8,1920,1080,1125.611
4925,zkK1LeN9-1o,640,360,1126.726
4926,lcqw8PVW3TE,1280,720,1126.888
4927,HEJX5f9TslA,640,360,1127.097
4928,pWxLciM0WJ0,1280,720,1127.701
4929,ilUFa4jgL4Y,640,360,1127.747
4930,4d9IFxmiQmk,640,360,1127.863
4931,Fz-A7WHniyU,1280,720,1128.096
4932,-szTaj4x5Ow,1280,720,1128.234
4933,9l-QpR4djpc,1920,1080,1128.351
4934,cO3iWw3D5Do,1280,720,1129.048
4935,kMeJwvJrUj8,1280,720,1129.094
4936,lwl7rsMhZko,1280,720,1129.396
4937,CxoBH0m0ubA,1280,720,1129.953
4938,cQmsiOTSJ6c,1920,1080,1130.487
4939,M4-OQQXsMEc,480,360,1130.627
4940,GKl8Fdq87Fw,1920,1080,1131.137
4941,cPwNAN-fNj0,1280,720,1131.161
4942,KHiIhCw4wqU,640,480,1132.693
4943,Xo5C21idQeM,640,480,1133.831
4944,teafMiBswOk,1280,720,1134.086
4945,yXG53vdlwYk,1920,1080,1134.202
4946,98axEQKnqmQ,1920,1080,1134.527
4947,5ybRt5ed-Sg,1280,720,1135.085
4948,lkcJefZ39sU,640,360,1135.433
4949,zWZcILGA2xc,1280,720,1136.083
4950,OfrMVD_nuK8,1280,720,1136.385
4951,po8JJwcxIoM,1920,1080,1137.430
4952,iEQ_laRS7wA,1920,1080,1138.266
4953,66f27Vf0kuc,1280,720,1138.707
4954,WzaA4GGXWGA,1280,720,1138.730
4955,XhfbTUVlQkM,1280,720,1139.264
4956,jWAKkZ5QsuI,1280,720,1139.636
4957,zq2kDzMgHRc,640,360,1140.007
4958,lobCf9ecM0Q,1920,1080,1140.309
4959,gOy2qJg1eNY,1920,1080,1140.704
4960,WYG5tgu54Bk,720,480,1141.354
4961,ofdAo8T_0B4,480,360,1141.702
4962,FXD6PHA7oNk,540,360,1142.306
4963,fzZv85z-i9k,1920,1080,1142.771
4964,vUV5jAKGciw,1280,720,1142.794
4965,MZNcJYDQ0Cc,1280,720,1142.910
4966,XKuC3aSaj2s,1920,1080,1142.933
4967,FHXU-TU7eTI,694,480,1143.072
4968,NlWOMXjiRxk,1280,720,1143.374
4969,Zcd9_hTws6o,1280,720,1143.932
4970,gOJNE89Z4z4,1280,720,1144.024
4971,ihzIIz_d_yw,1920,1080,1144.767
4972,KkrsmmUPFEM,1920,1080,1144.953
4973,12he5p9G15w,1280,720,1144.967
4974,jYuIGD35B8o,1280,720,1145.069
4975,_9zZfN-MVgw,540,360,1145.905
4976,H2jfbTbzXPA,640,480,1146.300
4977,wISA_dnjQbI,1280,720,1148.529
4978,PQFLQTTuzIo,1920,1080,1148.622
4979,RUxykXPqxXc,1920,1080,1148.622
4980,qsywuZEcUO8,1280,720,1148.692
4981,vtiWuaq84i8,1280,720,1149.992
4982,wRVAnaZd308,1280,720,1150.340
4983,_HnY3SN2V_0,1280,720,1151.292
4984,NCETU-SfIr4,1280,720,1151.385
4985,B9ztnCz5tEY,1280,720,1151.733
4986,HyVib5b6ENI,640,480,1151.733
4987,IepSXZS3R-w,1280,720,1152.128
4988,9euQJK5Z5Ec,1280,720,1152.407
4989,O0tK9CxN5bg,1920,1080,1152.407
4990,gvpXy-2sa5s,426,240,1153.196
4991,b5_iq1NypeQ,1280,720,1153.220
4992,sT1s3xxzeY0,854,480,1153.939
4993,-bHyW6l7TBQ,694,480,1154.034
4994,2vwxB1QnJFc,1280,720,1154.055
4995,B97-BapUMf4,1280,720,1154.125
4996,3LOkp5tuJJs,1280,720,1154.218
4997,wghOX2QNnsw,1280,720,1154.590
4998,qIswokLoQiY,1280,720,1154.799
4999,-9E_q-2Lk6A,1280,720,1155.367
5000,mKYQgeqj0i4,1280,720,1156.447
5001,xXgkYj7r3A4,1280,720,1156.540
5002,628kT32oKPg,854,476,1156.888
5003,wVETS6hJVNw,1920,1080,1156.888
5004,znQ3-a___gA,1920,1080,1157.028
5005,z13FYKEi6dU,1280,720,1157.051
5006,Hcio-SU2aoA,1920,1080,1157.631
5007,R-WqNcIM-AQ,1920,1080,1157.701
5008,v2wsP0Sqd0A,640,480,1157.817
5009,krAoj0pzz6U,1920,1080,1158.653
5010,E0TVH8xRXJ4,1280,720,1158.723
5011,WNC5Jm1_d9w,640,360,1158.908
5012,Y7goXq7D2_8,1920,1080,1159.117
5013,7v95yKOp8hk,640,480,1160.619
5014,8cHsO2EmQVQ,640,360,1160.696
5015,u3uxy8-y4aU,1280,720,1162.043
5016,y0ITXUOjPuk,1280,720,1162.113
5017,ev40hkZT46k,1280,720,1162.136
5018,NxisB15j0iM,1280,720,1162.531
5019,_ExUFyOmFqI,1280,720,1162.879
5020,acGipNhpPfo,640,360,1163.018
5021,uvgnPoWLJEw,1920,1080,1163.738
5022,FIsTrxcaHaM,1280,720,1164.086
5023,Qf-vVl_8_JU,1920,1080,1164.086
5024,L_cDkHous0o,1280,720,1164.367
5025,PnPi3qqfw4c,1280,720,1164.597
5026,pJ7--Al2Em0,1280,720,1164.969
5027,cBd8w9yGU9E,640,360,1165.317
5028,uvPtG8IQugE,1920,1080,1166.316
5029,hpDGPpdavPY,1280,720,1167.082
5030,u75wlkPMK7A,1280,720,1167.082
5031,85hE4yNCJtY,406,720,1167.198
5032,porpLOdPwe4,1920,1080,1168.196
5033,T3Gmnm5Dy1U,640,480,1168.498
5034,TK6F2jc9p_Q,1280,720,1168.800
5035,2Uku8nIQI1A,1920,1080,1169.381
5036,5LULTBs8cGI,1280,720,1169.404
5037,elUrMgzACzQ,1920,1080,1169.775
5038,u19iLbQSUVg,1280,720,1170.054
5039,BYOSzUMzsXs,1280,720,1170.170
5040,3YRjdARDRkw,1920,1080,1170.495
5041,JN8LQkvn_9k,480,360,1170.495
5042,76qgEEIRgUc,1280,720,1170.565
5043,uvgpRgUudOk,1280,720,1173.026
5044,ewZMsyrJ4f4,1280,720,1173.049
5045,e8-2ugiDAi0,1280,720,1174.048
5046,STE_DY9Z0ZQ,1280,720,1174.071
5047,va7Smps7QK8,1280,720,1174.071
5048,TgkTq3wTitw,1280,720,1174.326
5049,9feXmvVknpM,640,360,1174.396
5050,WSz2D5EbWYw,1920,1080,1174.489
5051,QghljaXU7rM,1280,720,1175.441
5052,MTulj-NGGkA,1920,1080,1175.534
5053,VPnFjggB80o,640,360,1175.534
5054,cP8GaPdaYIM,640,360,1175.604
5055,E-mJyfcyF2A,1920,1080,1176.347
5056,J9ayEm6ttsA,1280,720,1176.741
5057,Dge40sTdihE,1920,1080,1177.043
5058,VV-M6wO7sjg,1920,1080,1177.508
5059,VzO0gAK8w1k,1280,720,1178.088
5060,ZCS3NPlQBBg,1280,720,1178.390
5061,pMea_9R0VJ4,640,358,1178.529
5062,w_CTJ0gERN0,1280,720,1178.553
5063,RqKHtD0zI9Q,640,360,1178.761
5064,U2VW5bqUBbk,640,360,1178.831
5065,oS6lEU6NHtg,640,480,1179.040
5066,f9_ENqf6rDc,1280,720,1179.412
5067,d4GOrzjnpSE,1280,720,1180.062
5068,eL5Sy6cHGgc,1280,720,1180.224
5069,MZUouwV2K6w,1280,720,1180.224
5070,1CzT_cbWsIo,1920,1080,1180.526
5071,S-Wu6jjOqeo,1920,1080,1180.619
5072,SN5ssl2JRhY,480,360,1180.921
5073,sOKkrL1eIDM,1280,720,1180.967
5074,AT_rKdgbXfc,1920,1080,1181.037
5075,Wi7Ea6TKg0M,1280,720,1181.176
5076,vxjE3O7FHo0,320,240,1181.292
5077,HhgfGJt730s,1280,720,1182.082
5078,YC3fjlqFAk8,1920,1080,1182.500
5079,7Yxvm2o_KuI,640,480,1184.056
5080,kvWVmmpAEnI,854,480,1184.381
5081,T4pjtZf8R5c,1280,720,1184.566
5082,GX0d4KN46ho,1280,720,1186.215
5083,aLc0Jb8eALk,854,480,1186.494
5084,YiXySQJ9K5g,1280,720,1187.190
5085,2iq8IcLoi_A,320,240,1187.306
5086,UnS3F8YN9Iw,1920,1080,1187.306
5087,M78pxWtGK1k,1280,720,1187.446
5088,4EWr7kWdDHk,654,480,1187.515
5089,GK5srr24sJ0,1920,1080,1187.678
5090,eAI7vBK2ndw,1920,1080,1187.794
5091,v6Btl_dOJv4,1280,720,1188.212
5092,uqe5MLNLhHg,1280,720,1189.071
5093,9zSIbU2sSGE,640,360,1189.280
5094,YijoyMTMPoQ,854,480,1189.745
5095,EoKaHULvLak,1280,720,1189.977
5096,UnBE27QFcBM,1920,1080,1190.023
5097,-5dX9Nm2bVk,1920,1080,1190.134
5098,P_j3anFSJFQ,1280,720,1190.302
5099,zrBRVAcXNIo,1280,720,1190.511
5100,XUuk1SsO47M,1920,1080,1190.882
5101,CIJYoc8KoUw,1280,720,1190.975
5102,9Uu52yRMNfs,1280,720,1191.834
5103,JIDxVa6cgUQ,1280,720,1192.670
5104,rsa8Ny4bndk,480,360,1192.693
5105,m3IaDMnhi9s,1920,1080,1192.972
5106,EDEYSbjTUoY,1280,720,1193.088
5107,zj6Dt5g8m4s,854,480,1193.181
5108,oq2fDukEJKU,1280,720,1193.437
5109,CzyLXP5p2Ok,640,480,1193.785
5110,NAPmZNdd2tg,1280,720,1193.808
5111,MJghKn42cOk,1920,1080,1194.598
5112,JcqFbANo39s,1920,1080,1195.178
5113,Ne0kxek2aqM,1920,1080,1195.224
5114,1XVzVW8kiE8,1920,1080,1196.687
5115,uVDoszroLXM,320,240,1197.290
5116,_bEyEZGGw6g,1280,720,1197.361
5117,4dQ3UV0T4aY,1280,720,1197.500
5118,mgb7aCF8FOY,1280,720,1197.755
5119,_kl5e2P88oY,640,360,1197.895
5120,dQ_hmuIPNWo,854,480,1198.057
5121,U0ZZhwj66fI,640,480,1198.266
5122,IqMcKeAMEiY,640,360,1198.684
5123,eE91i1ReN5U,480,360,1200.356
5124,7Tn_SUFvACk,1920,1080,1200.402
5125,Y_DVko77VHE,1280,720,1200.402
5126,UlK3u7iV3vE,1280,720,1200.426
5127,BRPrsO1e3L8,1920,1080,1200.867
5128,MaDYruHLVIA,1920,1080,1201.563
5129,316pEezxbHE,1280,720,1202.399
5130,yW7Zgr86240,640,360,1202.562
5131,_8eEJVo3yC8,1280,720,1203.328
5132,1rCZD1Jm8P4,1920,1080,1203.584
5133,aWQ8XCWj8fc,480,360,1205.418
5134,6Rkg6qwsEjM,640,480,1205.975
5135,IBWF1NQ3-14,640,480,1206.347
5136,5tZvn4kNG6g,1280,720,1206.951
5137,S3d1K1H2et8,1920,1080,1207.461
5138,ms1XaUkE1gM,1920,1080,1207.670
5139,0fWg-dcnSRc,1920,1080,1208.034
5140,hM82L6O84AM,1920,1080,1209.598
5141,1kYKiWlEI8M,640,360,1209.609
5142,d5N-doeceNI,1280,720,1210.759
5143,gcRI3I-qeJk,1280,720,1211.060
5144,QTFvLk3H84g,1280,720,1211.060
5145,5Q_bFIFSXLI,316,240,1211.293
5146,CzCR_w9f2Q0,1280,720,1211.386
5147,26wTw6UGoAY,1280,720,1211.800
5148,fYfxE1fneRI,1920,1080,1211.873
5149,024McIjlUds,1920,1080,1212.334
5150,q_afM1MxBug,640,480,1212.338
5151,lXX51CelgCA,1280,720,1212.616
5152,-srduO-xPUI,1280,720,1212.634
5153,Xc6Zg2Y85f8,1280,720,1212.709
5154,dzJ_1l7OKvg,640,360,1214.195
5155,poJABJLvFE0,654,480,1214.381
5156,-B4rEh1LetI,1280,720,1214.767
5157,ayfVqDAOJVk,1920,1080,1215.612
5158,uf7Ux-ZRECw,1280,720,1215.681
5159,AiUhnsyiDLk,1280,720,1216.053
5160,kSSa9tfARh8,1280,720,1216.331
5161,dJQOEyknjww,1920,1080,1216.471
5162,Umeqqauxgwg,1920,1080,1216.540
5163,yupDB7bXej8,1280,720,1216.587
5164,nOiY9yptG4Y,1920,1080,1217.098
5165,PdRhIVIR5ug,854,480,1218.235
5166,4Al9fxlq_Ow,1280,720,1218.305
5167,z0OptXRFba8,1280,720,1218.677
5168,CnqvmSich_U,1280,720,1218.862
5169,H0XKGnXQkfI,1280,720,1219.048
5170,h7BnS2s12lQ,1280,720,1220.465
5171,zm81lLvlAMY,1280,720,1220.766
5172,rfWm1t72YqY,1280,720,1220.836
5173,WCC1_gmZwso,1920,1080,1220.859
5174,VJKQi0TXMg8,1920,1080,1220.952
5175,ee5oh7_62Bs,694,480,1221.068
5176,kdqaHjVzF5o,854,480,1221.509
5177,GhYLev-SqmM,1920,1080,1221.927
5178,TP8UohZgTYw,1920,1080,1222.043
5179,_NiaxMPxtdI,640,360,1222.090
5180,6GfNXqTZeEU,1280,720,1222.438
5181,sZ_0qF3iGBM,1920,1080,1222.438
5182,kQRU1rCFOPA,1280,720,1222.670
5183,e6aYNv-3pWU,1920,1080,1223.204
5184,rceJqdLb1bg,1920,1080,1224.017
5185,m9fFrDE9p8s,1280,720,1224.412
5186,aO7RvTcIDg4,640,360,1224.435
5187,uBPuf0YUHwU,1920,1080,1224.853
5188,ZKpb2Z324aM,1920,1080,1225.550
5189,l-s6Q-Khewo,1920,1080,1225.759
5190,daWqCinrqKE,1920,1080,1226.362
5191,Pad-k9dIs_s,1280,720,1226.362
5192,YYv-duq0oDg,1280,720,1227.198
5193,CnCjMv128RM,320,240,1228.057
5194,4jWPgrVfipI,640,480,1229.033
5195,N96Z93_9nHs,1280,720,1229.358
5196,FD21gvC3R1I,1280,720,1229.915
5197,1Pm8IegaDWY,1280,720,1230.263
5198,rYQzozfciiU,316,240,1230.797
5199,vr2HpCMNVLQ,1920,1080,1230.821
5200,1psLjkwOZRA,1920,1080,1231.494
5201,T2sO5dbXi_M,854,480,1231.494
5202,QsWXbvCfUuE,1280,720,1231.517
5203,WjDWPE1f4tI,640,480,1232.655
5204,x1HKS5Ju2Hs,1920,1080,1232.771
5205,hEQEVTEhcZ4,426,236,1232.818
5206,nbm2nBHlBnI,1920,1080,1232.980
5207,LHM8vXiHSlk,1280,720,1233.050
5208,FO-fdmuTpBI,1440,1080,1233.514
5209,l7aXKg2XSpA,640,360,1234.745
5210,BYwYAr2sYes,640,480,1234.861
5211,9qrnQ-F2_YU,1920,1080,1234.884
5212,A4MFr5S9uPA,640,360,1234.977
5213,hK3prYX8XiA,1280,720,1235.023
5214,PPZJ3uHung4,1280,720,1235.070
5215,XBfS6-HlHXQ,1920,1080,1235.163
5216,bAGcFtKh0nc,1280,720,1236.068
5217,MLHvFhopmaw,1920,1080,1236.092
5218,NqNcFVjT45A,1280,720,1236.370
5219,g7YvAGN74_Y,854,480,1236.719
5220,Wrhw7NUY-dM,640,302,1237.160
5221,alOILCLgLSk,640,360,1238.205
5222,fowg9JPAC-Y,1280,720,1238.808
5223,w0LkYJ867w4,480,360,1239.249
5224,EejYLMGhSeQ,1280,720,1240.480
5225,jLh-yabSV-c,640,480,1241.525
5226,ng0gSxt8_Wg,1280,720,1241.595
5227,nCNLJQz9ZTQ,1920,1080,1241.920
5228,dC94Ae2CFdg,316,240,1242.291
5229,SVMjUCDx0N4,640,480,1242.663
5230,UtUmwCWQ-W8,990,720,1243.243
5231,SHt480jtAaA,1280,720,1243.406
5232,fwqcFBNfxrM,712,480,1243.940
