,video_length,time_detecting,width,height,fps
581,363.1,7.547586679458618,420,320,3
582,665.3666666666667,151.18348121643066,1920,1080,3
583,816.7333333333333,167.2628424167633,1920,1080,3
584,1004.8333333333334,213.64140343666077,1920,1080,3
585,423.3,25.611340045928955,854,480,3
586,943.6333333333333,95.99174499511719,1280,720,3
587,406.4,2.859609365463257,320,240,3
588,990.4333333333333,217.68859100341797,1920,1080,3
589,1415.6,139.88573694229126,1280,720,3
590,3171.366666666667,728.2434210777283,1920,1080,3
591,336.4,37.143474817276,1280,720,3
592,1972.0,228.23627638816833,1280,720,3
593,754.7333333333333,88.3817846775055,1280,720,3
594,1756.0,197.21826577186584,1280,718,3
595,810.6,36.018391370773315,658,480,3
596,920.2333333333333,88.60055470466614,1280,720,3
597,1911.7,36.7215838432312,640,360,3
598,603.6,77.95911145210266,1280,720,3
599,442.3,8.266274690628052,490,360,3
